ENROLLMENT ID,ENROLLMENT STATE,PROVIDER TYPE CODE,PROVIDER TYPE TEXT,NPI,MULTIPLE NPI FLAG,CCN,ASSOCIATE ID,ORGANIZATION NAME,DOING BUSINESS AS NAME,INCORPORATION DATE,INCORPORATION STATE,ORGANIZATION TYPE STRUCTURE,ORGANIZATION OTHER TYPE TEXT,PROPRIETARY_NONPROFIT,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE,DATE
O20060828000402,MO,00-08,PART A PROVIDER - HOSPICE,1184739245,N,261625,1153325535,CROWN HOSPICE INC,,08/07/2006,MO,CORPORATION,,P,2858 PROFESSIONAL CT,,CAPE GIRARDEAU,MO,637035035,01/2025
O20060830000444,MI,00-08,PART A PROVIDER - HOSPICE,1427081694,N,231517,547178311,HENRY FORD HEALTH SYSTEM,HENRY FORD HOSPICE,09/08/1915,MI,CORPORATION,,N,1 FORD PLACE SUITE 4C,,DETROIT,MI,482023450,01/2025
O20060831000222,OR,00-08,PART A PROVIDER - HOSPICE,1255365904,N,381510,345244588,CARE PARTNERS,,08/16/1982,OR,CORPORATION,,N,12670 NW BARNES RD,STE 100,PORTLAND,OR,972299001,01/2025
O20060831000317,MA,00-08,PART A PROVIDER - HOSPICE,1922093194,N,221526,1254335417,HOLYOKE VISITING NURSE ASSOCIATION INC,HOSPICE LIFE CARE,07/07/1925,MA,CORPORATION,,N,20 HOSPITAL DR,FL 3,HOLYOKE,MA,10406604,01/2025
O20060901000158,GA,00-08,PART A PROVIDER - HOSPICE,1841238441,N,111645,2264344217,PRUITTHEALTH HOSPICE INC,PRUITTHEALTH HOSPICE- ROME,10/14/1993,GA,CORPORATION,,P,35 THREE RIVERS DR NE,,ROME,GA,301614998,01/2025
O20060907000066,AL,00-08,PART A PROVIDER - HOSPICE,1588693550,N,11512,5092719955,"NEW BEACON HEALTHCARE GROUP, LLC",NEW BEACON OF SCOTTSBORO,05/30/2006,DE,LLC,,P,1602S BROAD ST,,SCOTTSBORO,AL,357682611,01/2025
O20060907000204,AL,00-08,PART A PROVIDER - HOSPICE,1346279320,N,11508,5092719955,"NEW BEACON HEALTHCARE GROUP, LLC",SOUTHERNCARE NEW BEACON ANNISTON,05/30/2006,DE,LLC,,P,1419 LEIGHTON AVE A,,ANNISTON,AL,362073801,01/2025
O20060907000302,AL,00-08,PART A PROVIDER - HOSPICE,1770512741,N,11501,5092719955,"NEW BEACON HEALTHCARE GROUP, LLC",SOUTHERNCARE NEW BEACON N BIRMINGHAM,05/30/2006,DE,LLC,,P,122 7TH AVE NE,STE D,ALABASTER,AL,350079121,01/2025
O20060907000329,AL,00-08,PART A PROVIDER - HOSPICE,1154354637,N,11643,9133038243,COMFORT CARE HOSPICE LLC,AVEANNA HOSPICE OF CULLMAN,09/29/1999,AL,LLC,,P,407 4TH AVE SW,,CULLMAN,AL,350554100,01/2025
O20060907000536,AL,00-08,PART A PROVIDER - HOSPICE,1376572255,N,11506,5092719955,"NEW BEACON HEALTHCARE GROUP, LLC",SOUTHERNCARE NEW BEACON OF JASPER,05/30/2006,DE,LLC,,P,300 NORTH AIRPORT ROAD,UNITS 3 AND 4,JASPER,AL,355042517,01/2025
O20060912000122,PA,00-08,PART A PROVIDER - HOSPICE,1962504159,N,391680,244271864,"HOME HEALTH CARE PROFESSIONALS, INC.","HOME HEALTH CARE PROFESSIONALS AND HOSPICE, INC.",10/30/2006,PA,CORPORATION,,P,520 BURKE BYP,,OLYPHANT,PA,184471805,01/2025
O20060913000603,VA,00-08,PART A PROVIDER - HOSPICE,1891890208,N,491588,941118707,"HOME NURSING COMPANY, INC",,11/11/1987,VA,CORPORATION,,P,1770 E MAIN ST,,LEBANON,VA,242663438,01/2025
O20060918000490,GA,00-08,PART A PROVIDER - HOSPICE,1609835123,N,111517,7416975677,HOSPICE SATILLA OF MEMORIAL HOSPITAL INC,HOSPICE SATILLA,10/16/1986,GA,CORPORATION,,N,808 EVERGREEN WAY,,WAYCROSS,GA,315017102,01/2025
O20060919000125,GA,00-08,PART A PROVIDER - HOSPICE,1316963887,N,111651,3779544960,HOSPICE ADVANTAGE LLC,COMPASSUS-ATHENS,09/08/2004,FL,LLC,,P,2470 DANIELLS BRIDGE RD,STE 181,ATHENS,GA,306066101,01/2025
O20060920000162,IN,00-08,PART A PROVIDER - HOSPICE,1295770170,N,151595,8224948880,"HOSPICE PREFERRED CHOICE, INC",ASERACARE HOSPICE,08/19/1994,DE,CORPORATION,,P,808 VALE PARK RD,,VALPARAISO,IN,463832602,01/2025
O20060921000549,TX,00-08,PART A PROVIDER - HOSPICE,1790788958,N,451534,6406851617,HOSPICE OF EAST TEXAS,,10/15/1982,TX,CORPORATION,,N,4111 UNIVERSITY BLVD,,TYLER,TX,757016623,01/2025
O20060926000069,GA,00-08,PART A PROVIDER - HOSPICE,1609987387,N,111638,8729083795,SERENITY HOSPICE CARE LLC,GEORGIA HOSPICE CARE,02/07/2006,GA,LLC,,P,1111 HILLCREST PKWY,STE C,DUBLIN,GA,310213555,01/2025
O20060929000319,IA,00-08,PART A PROVIDER - HOSPICE,1306946900,N,161582,3577500636,IOWA HOSPICE LLC,GENTIVA,,,LLC,,P,831 N GRIFFITH RD,,CARROLL,IA,514012025,01/2025
O20061003000225,VA,00-08,PART A PROVIDER - HOSPICE,1518909993,N,491584,8224948880,"HOSPICE PREFERRED CHOICE, INC",AMEDISYS HOSPICE OF RICHMOND,08/19/1994,DE,CORPORATION,,N,9790 MIDLOTHIAN TPKE,,NORTH CHESTERFIELD,VA,232354974,01/2025
O20061004000518,PR,00-08,PART A PROVIDER - HOSPICE,1508889825,N,401551,9335145952,HOSPICIO SAN FRANCISCO DE ASIS INC,,04/06/1993,PR,CORPORATION,,P,"CARR 441, KM 0.4",BO. GUANIQUILLA,AGUADA,PR,6020877,01/2025
O20061010000756,WV,00-08,PART A PROVIDER - HOSPICE,1871686717,N,511506,4981600228,"HOSPICE OF SOUTHERN WEST VIRGINIA, INC",,10/03/1994,WV,CORPORATION,,N,456 CRANBERRY DR,,BECKLEY,WV,258018560,01/2025
O20061010000836,MI,00-08,PART A PROVIDER - HOSPICE,1215030242,N,231617,648276998,"HEART TO HEART HOSPICE OF FLINT, LLC",,03/30/2006,MI,LLC,,P,4438 OAKBRIDGE DR,,FLINT,MI,485325400,01/2025
O20061011000251,NC,00-08,PART A PROVIDER - HOSPICE,1578500575,N,341531,4486561008,UNIVERSITY OF NORTH CAROLINA HOSPITALS AT CHAPEL HILL,UNC HOSPICE,,,OTHER,STATE AGENCY,N,211 FRIDAY CENTER DR,STE 2041,CHAPEL HILL,NC,275179499,01/2025
O20061012000490,TN,00-08,PART A PROVIDER - HOSPICE,1598768889,Y,441585,3577466531,"CARIS HEALTHCARE, LP",CARIS HEALTHCARE,08/07/2003,TN,PARTNERSHIP,,P,10651 COWARD MILL RD,,KNOXVILLE,TN,379313006,01/2025
O20061012000492,UT,00-08,PART A PROVIDER - HOSPICE,1164527792,N,461566,4183620271,"BRISTOL HOSPICE - UTAH, L.L.C.",,09/08/2006,UT,LLC,,P,1638 N WASHINGTON BLVD,STE 102,OGDEN,UT,844043790,01/2025
O20061012000498,DE,00-08,PART A PROVIDER - HOSPICE,1528127859,N,81509,8729084819,"COMPASSIONATE CARE HOSPICE OF THE DELMAR PENINSULA, LLC",,12/19/2005,DE,LLC,,P,416 WILLIAMS ST,STE 101,MILFORD,DE,199631835,01/2025
O20061012000530,TX,00-08,PART A PROVIDER - HOSPICE,1376646653,N,671570,1153327242,BALLINGER HOME HEALTH INC,HOSPICE OF BALLINGER,04/25/1985,TX,CORPORATION,,P,2001 HUTCHINS AVE B,,BALLINGER,TX,768214453,01/2025
O20061012000563,TN,00-08,PART A PROVIDER - HOSPICE,1417923525,N,441593,3577466531,"CARIS HEALTHCARE, LP",CARIS HEALTHCARE,08/07/2003,TN,PARTNERSHIP,,P,7953 STAGE HILLS BLVD,STE 107,BARTLETT,TN,381334046,01/2025
O20061016000098,FL,00-08,PART A PROVIDER - HOSPICE,1134126071,N,101504,3870511884,HOSPICE BY THE SEA INC,,05/08/1979,FL,CORPORATION,,N,1531 W PALMETTO PARK RD,,BOCA RATON,FL,334863307,01/2025
O20061016000290,KS,00-08,PART A PROVIDER - HOSPICE,1144239666,N,171536,3173529187,HEART OF AMERICA HOSPICE KANSAS LLC,ELARA CARING,07/26/1996,KS,LLC,,P,3745 SW WANAMAKER RD,STE A,TOPEKA,KS,666101369,01/2025
O20061018000001,OH,00-08,PART A PROVIDER - HOSPICE,1063444800,N,361530,7012909245,SOUTHWEST GENERAL HEALTH CENTER,SOUTHWEST GENERAL HOSPICE,10/25/1920,OH,CORPORATION,,N,18659 DRAKE RD,,STRONGSVILLE,OH,441367059,01/2025
O20061020000459,OK,00-08,PART A PROVIDER - HOSPICE,1932155652,N,371671,3678570363,ROSS HOSPICE OF ENID LLC,ELARA CARING VII,02/16/2006,OK,LLC,,P,427 E CHEROKEE AVE,STE 3,ENID,OK,737015823,01/2025
O20061023000037,CO,00-08,PART A PROVIDER - HOSPICE,1255360301,N,61508,6800799537,"INTERMOUNTAIN FRONT RANGE, INC.",INTERMOUNTAIN HEALTH HOSPICE - DENVER,02/04/1988,CO,CORPORATION,,N,3210 LUTHERAN PKWY,,WHEAT RIDGE,CO,800336019,01/2025
O20061025000659,PA,00-08,PART A PROVIDER - HOSPICE,1578662235,N,391679,244241701,CROSSROADS HOSPICE OF PHILADELPHIA,"CROSSROADS HOSPICE OF PHILADELPHIA, LLC",06/06/2005,PA,LLC,,P,523 PLYMOUTH ROAD,SUITE 225,PLYMOUTH MEETING,PA,194621656,01/2025
O20061027000505,MI,00-08,PART A PROVIDER - HOSPICE,1225012099,N,231544,8224035670,SPECTRUM HEALTH CONTINUING CARE,COREWELL HEALTH HOSPICE & PALLIATIVE CARE WEST MICHIGAN,11/01/1996,MI,CORPORATION,,N,750 FULLER AVE NE,STE 3173,GRAND RAPIDS,MI,495031918,01/2025
O20061027000511,PR,00-08,PART A PROVIDER - HOSPICE,1235217852,N,401563,1052318409,PROGRAMA DE SERVICIOS DE SALUD EN EL HOGAR GEMINIS INC,SERVICIOS DE SALUD EN EL HOGAR GEMINIS Y HOSPICIO,05/13/1998,PR,CORPORATION,,P,CARR 159,# KM13.4,COROZAL,PR,7832903,01/2025
O20061101000295,CA,00-08,PART A PROVIDER - HOSPICE,1043326531,N,51543,7517964729,"COMMUNITY HOSPICE, INC.",,11/29/1979,CA,CORPORATION,,N,4368 SPYRES WAY,,MODESTO,CA,953569259,01/2025
O20061102000270,NC,00-08,PART A PROVIDER - HOSPICE,1619074937,N,341594,9638181316,"CONTINUUM II HOME CARE & HOSPICE, INC",,08/21/2000,NC,CORPORATION,,P,704M PLAZA BLVD,,KINSTON,NC,285011567,01/2025
O20061108000107,IL,00-08,PART A PROVIDER - HOSPICE,1477505139,N,141543,2163429069,"WAUKEGAN HOSPICE, LLC",STAR HOSPICE,09/12/2016,IL,LLC,,P,36100 N BROOKSIDE DR,STE 101,GURNEE,IL,600314572,01/2025
O20061108000485,ID,00-08,PART A PROVIDER - HOSPICE,1154428944,N,131555,5799782520,"JOURNEYS HOSPICE, INC",,09/22/2006,ID,CORPORATION,,P,223E AMITY AVE,,NAMPA,ID,836865707,01/2025
O20061108000502,CT,00-08,PART A PROVIDER - HOSPICE,1134203284,N,71537,8921058645,BEACON HOSPICE LLC,"BEACON HOSPICE, AN AMEDISYS COMPANY",10/15/2004,CT,LLC,,P,111 FOUNDERS PLZ,STE 1802,EAST HARTFORD,CT,61088301,01/2025
O20061110000373,NY,00-08,PART A PROVIDER - HOSPICE,1215928510,N,331519,4981602760,VISITING NURSE SERVICE OF NEW YORK HOSPICE CARE,VNSNY HOSPICE & PALLIATIVE CARE,03/01/2002,NY,CORPORATION,,N,220 E 42ND ST,FL 7,NEW YORK,NY,100175806,01/2025
O20061113000040,SC,00-08,PART A PROVIDER - HOSPICE,1336162940,N,421513,3779487186,ST FRANCIS HOSPITAL INC,OPEN ARMS HOSPICE,10/27/1999,SC,CORPORATION,,N,1836 W GEORGIA RD,,SIMPSONVILLE,SC,296807212,01/2025
O20061113000186,VA,00-08,PART A PROVIDER - HOSPICE,1548268923,N,491510,2264430966,GOOD SAMARITAN HOSPICE INC,,12/13/1991,VA,CORPORATION,,N,4751 COVE RD NW,,ROANOKE,VA,240171138,01/2025
O20061114000230,IL,00-08,PART A PROVIDER - HOSPICE,1073696456,N,141627,4486652153,"GOOD HEART HOSPICE, INC.","HOPE HOSPICE, INC",03/03/2006,IL,CORPORATION,,P,3501 ALGONQUIN RD,STE 190,ROLLING MEADOWS,IL,600083131,01/2025
O20061116000080,NC,00-08,PART A PROVIDER - HOSPICE,1821097916,N,341536,2961400528,HOSPICE OF GASTON COUNTY INC,GASTON HOSPICE,08/03/1978,NC,CORPORATION,,N,2240 REMOUNT RD,STE A,GASTONIA,NC,280544725,01/2025
O20061116000604,NE,00-08,PART A PROVIDER - HOSPICE,1811091523,N,281522,4587575550,THE MARY LANNING MEMORIAL HOSPITAL ASSOCIATION,MARY LANNING HOSPICE,03/25/1914,NE,CORPORATION,,N,747 N BURLINGTON AVE,STE 202,HASTINGS,NE,689014477,01/2025
O20061117000479,NY,00-08,PART A PROVIDER - HOSPICE,1568557395,N,331525,5799697074,LAWRENCE COMMUNITY HEALTH SERVICES,JANSEN HOSPICE AND PALLIATIVE CARE,01/23/2001,NY,CORPORATION,,N,670 WHITE PLAINS ROAD,SUITE 213,SCARSDALE,NY,105835025,01/2025
O20061120000368,WI,00-08,PART A PROVIDER - HOSPICE,1598855207,N,521582,8729086152,SHARON S RICHARDSON HOSPICE HOME INC,SHARON S. RICHARDSON COMMUNITY HOSPICE,07/20/2004,WI,CORPORATION,,N,W2850 STATE ROAD 28,,SHEBOYGAN FALLS,WI,530852702,01/2025
O20061121000228,CO,00-08,PART A PROVIDER - HOSPICE,1699859298,N,61568,5395743686,"PINNACLE HOSPICE CARE, LLC",OPTIMAL HOSPICE CARE,10/20/2006,CO,CORPORATION,,P,4380 S SYRACUSE ST,STE 455,DENVER,CO,802373096,01/2025
O20061127000127,TX,00-08,PART A PROVIDER - HOSPICE,1003993585,N,671572,7618975822,"HARBOR HOSPICE OF GULF COAST, LP",,,,OTHER,LIMITIED PARTNERSHIP,P,400 ENTERPRISE BLVD,BUILDING C,ROCKPORT,TX,783824333,01/2025
O20061128000379,PA,00-08,PART A PROVIDER - HOSPICE,1962583187,N,391685,5890793970,"CELTIC HOSPICE & PALLIATIVE CARE SERVICES, LLC",ALLEGHENY HEALTH NETWORK HEALTHCARE AT HOME HOSPICE & PALLIATIVE CARE,10/03/2006,PA,LLC,,P,200 ALLEGHENY DR,# 201,WARRENDALE,PA,150867517,01/2025
O20061205000503,MO,00-08,PART A PROVIDER - HOSPICE,1871672493,N,261633,9436158268,NURSES & COMPANY HEALTH CARE SERVICES INC,ST CROIX HOSPICE,03/16/1992,MO,CORPORATION,,P,3701 N SAINT PETERS PKWY,STE B2,SAINT PETERS,MO,633767370,01/2025
O20061206000150,TX,00-08,PART A PROVIDER - HOSPICE,1881697274,N,451525,2567461338,"HOSPICE OF SOUTH TEXAS, INC",,04/10/1985,TX,CORPORATION,,N,605 E LOCUST AVENUE,,VICTORIA,TX,779013933,01/2025
O20061207000124,LA,00-08,PART A PROVIDER - HOSPICE,1912081217,N,191633,6507865243,COMMUNITY CARE HOSPICE LLC,,09/15/2006,LA,LLC,,P,1007 W THOMAS ST,STE A,HAMMOND,LA,704013062,01/2025
O20061214000491,TX,00-08,PART A PROVIDER - HOSPICE,1063483964,N,451741,5597677922,"HEART TO HEART HOSPICE OF TEXAS, LTD","HEART TO HEART HOSPICE OF TEXAS, LTD",10/15/2003,TX,OTHER,LIMITED PARTNERSHIP,P,1406 HALSEY WAY,STE 110,CARROLLTON,TX,750076444,01/2025
O20061215000343,TX,00-08,PART A PROVIDER - HOSPICE,1316944390,N,451675,7315832722,UVALDE COUNTY HOSPITAL AUTHORITY,UVALDE HOSPICE,,,OTHER,HOSPITAL AUTHORITY,N,100 ROYAL LN,,UVALDE,TX,788014838,01/2025
O20061215000517,KS,00-08,PART A PROVIDER - HOSPICE,1851332639,N,171509,9234138496,SAINT LUKES HOSPICE OF LEAVENWORTH LLC,HOSPICE OF LEAVENWORTH,11/22/2006,MO,LLC,,N,1001 6TH AVE,STE 125,LEAVENWORTH,KS,660483222,01/2025
O20061218000088,OK,00-08,PART A PROVIDER - HOSPICE,1821076506,N,371640,5496754681,"VICTORY HOSPICE, INC.",VICTORY HOME HEALTH & HOSPICE,02/03/1998,OK,CORPORATION,,P,102 SW 3RD ST,STE A,LAWTON,OK,735014031,01/2025
O20061218000158,OR,00-08,PART A PROVIDER - HOSPICE,1649208802,N,381521,9234047697,"MERCY MEDICAL CENTER, INC.",MERCY MEDICAL CENTER HOSPICE,07/06/1973,OR,CORPORATION,,N,2675 NW EDENBOWER BLVD,,ROSEBURG,OR,974716201,01/2025
O20061220000039,CA,00-08,PART A PROVIDER - HOSPICE,1679651327,N,51546,6800707456,KAISER FOUNDATION HOSPITALS,KAISER PERMANENTE HOSPITAL SACRAMENTO HOSPICE,02/19/1948,CA,CORPORATION,,N,8241E STOCKTON BLVD,,SACRAMENTO,CA,958288200,01/2025
O20061222000074,OR,00-08,PART A PROVIDER - HOSPICE,1205924313,N,381500,6305755000,PROVIDENCE HEALTH & SERVICES OREGON,PROVIDENCE HOSPICE,02/20/1934,OR,CORPORATION,,N,6410 NE HALSEY ST,STE 300,PORTLAND,OR,972134759,01/2025
O20061227000372,AZ,00-08,PART A PROVIDER - HOSPICE,1659432243,N,31573,7911969829,RTA HOSPICE LLC,HOSPICE COMPASSUS-YUMA,03/10/1994,AZ,LLC,,P,2320 S 22ND DR,,YUMA,AZ,853648867,01/2025
O20061228000247,NJ,00-08,PART A PROVIDER - HOSPICE,1427084664,N,311546,1557361417,"CARING HOSPICE OF SOUTH JERSEY, LLC",,06/19/2001,NJ,LLC,,P,133 GAITHER DR Q,,MOUNT LAUREL,NJ,80541710,01/2025
O20061229000229,HI,00-08,PART A PROVIDER - HOSPICE,1770568271,N,121501,2769372044,"HOSPICE HAWAII, INC.",NAVIAN HAWAII,11/15/1979,HI,CORPORATION,,N,860 IWILEI RD,,HONOLULU,HI,968175018,01/2025
O20061229000428,WV,00-08,PART A PROVIDER - HOSPICE,1376603761,N,511509A,5799785515,"HOUSECALLS HOME HEALTH AND HOSPICE, LLC",HOUSECALLS HOSPICE,09/28/2006,WV,LLC,,P,417 GRAND PARK DR,STE 204,PARKERSBURG,WV,261054049,01/2025
O20070103000148,FL,00-08,PART A PROVIDER - HOSPICE,1558305334,N,111648,3779544960,HOSPICE ADVANTAGE LLC,COMPASSUS - ATLANTA,09/08/2004,FL,LLC,,P,3235 SATELLITE BLVD,STE 290,DULUTH,GA,300968689,01/2025
O20070109000060,AL,00-08,PART A PROVIDER - HOSPICE,1346244399,N,11526,749280105,LAKESIDE HOSPICE INC.,ST CLAIR CARE A HOSPICE INC,03/16/1995,AL,CORPORATION,,N,4010 MASTERS RD,,PELL CITY,AL,351287550,01/2025
O20070110000584,OK,00-08,PART A PROVIDER - HOSPICE,1134127673,N,371588,1153365325,"CHEROKEE NATION HOME HEALTH SERVICES, INC.",HOSPICE OF THE CHEROKEE,09/29/1994,OK,OTHER,TRIBAL CORPORATION,N,1630 N CEDAR AVE,,TAHLEQUAH,OK,744646755,01/2025
O20070111000067,AR,00-08,PART A PROVIDER - HOSPICE,1548268683,N,41535,4688674989,"HOSPICE OF TEXARKANA, INC.",,09/26/1989,AR,CORPORATION,,P,501E 6TH ST,,TEXARKANA,AR,718545322,01/2025
O20070111000268,GA,00-08,PART A PROVIDER - HOSPICE,1003996711,Y,421573,2264344217,PRUITTHEALTH HOSPICE INC,PRUITTHEALTH HOSPICE - CHARLESTON,10/14/1993,GA,CORPORATION,,P,139 GATEWAY DR,,LADSON,SC,294563552,01/2025
O20070112000139,TX,00-08,PART A PROVIDER - HOSPICE,1023099355,N,451530,6204836406,HOUSTON HOSPICE,,02/28/1980,TX,CORPORATION,,N,1905 HOLCOMBE BLVD,,HOUSTON,TX,770304123,01/2025
O20070116000308,MO,00-08,PART A PROVIDER - HOSPICE,1144381492,N,261613,1759382864,ALTERNATIVE HOSPICE LLC,,09/28/2006,MO,LLC,,P,1749 GILSINN LN,,FENTON,MO,630262008,01/2025
O20070122000039,IN,00-08,PART A PROVIDER - HOSPICE,1962585430,N,151514,2466453311,HEART TO HEART HOSPICE OF SOUTHWEST INDIANA LLC,HEART TO HEART HOSPICE OF SOUTHWEST INDIANA LLC,09/01/2006,IN,LLC,,P,415 E 6TH ST,,JASPER,IN,475462918,01/2025
O20070122000088,IN,00-08,PART A PROVIDER - HOSPICE,1669462321,N,151589,4688675549,HERITAGE HOSPICE INC.,,04/26/2004,IN,CORPORATION,,P,1202 W BUENA VISTA RD,STE 107,EVANSVILLE,IN,477105185,01/2025
O20070123000223,SC,00-08,PART A PROVIDER - HOSPICE,1558457804,N,421536,7113928961,HOSPICE CARE OF SOUTH CAROLINA LLC,AGAPE CARE SOUTH CAROLINA II,05/07/1997,SC,LLC,,P,706 E MAIN ST,,SPARTANBURG,SC,293021290,01/2025
O20070123000682,CA,00-08,PART A PROVIDER - HOSPICE,1235111097,N,51650,6305847005,HOSPICE OF AMADOR & CALAVERAS,,11/28/1983,CA,CORPORATION,,N,1500S STATE HIGHWAY 49,205,JACKSON,CA,956422652,01/2025
O20070125000011,OH,00-08,PART A PROVIDER - HOSPICE,1326000928,N,361540,5496756074,"HOSPICE OF NORTH CENTRAL OHIO, INC",,01/01/1989,OH,CORPORATION,,N,1021 DAUCH DR,,ASHLAND,OH,448058845,01/2025
O20070126000229,LA,00-08,PART A PROVIDER - HOSPICE,1679642425,N,191636,3779584297,"STILL WATERS HOSPICE, LLC",,,LA,LLC,,P,1405 METRO DR,STE L,ALEXANDRIA,LA,713013452,01/2025
O20070126000280,LA,00-08,PART A PROVIDER - HOSPICE,1710051669,N,191635,9739180258,"ST. JOSEPH HOSPICE AND PALLIATIVE CARE NORTHSHORE, LLC",,,,LLC,,P,409 W 21ST AVE,STE A,COVINGTON,LA,704333011,01/2025
O20070130000637,PR,00-08,PART A PROVIDER - HOSPICE,1609868645,N,401527,7618978842,HOSPICIO LA PAZ INC,,05/17/1996,PR,CORPORATION,,P,152 CALLE JOSE RODRIGUEZ IRIZ,STE 201,ARECIBO,PR,6124625,01/2025
O20070131000018,FL,00-08,PART A PROVIDER - HOSPICE,1508882937,N,111649,3779544960,HOSPICE ADVANTAGE LLC,COMPASSUS-FAYETTEVILLE,09/08/2004,FL,LLC,,P,101 YORKTOWN DR,STE 107A,FAYETTEVILLE,GA,30214,01/2025
O20070131000297,CA,00-08,PART A PROVIDER - HOSPICE,1528135431,N,51548,941201123,VNA OF GREATER LOS ANGELES INC,,12/21/2005,CA,CORPORATION,,P,8665 WILSHIRE BLVD,STE 308,BEVERLY HILLS,CA,902112932,01/2025
O20070201000017,AR,00-08,PART A PROVIDER - HOSPICE,1386601706,Y,41515,5991707127,"AREA AGENCY ON AGING OF WESTERN ARKANSAS, INC",VISITING NURSES AGENCY OF WESTERN ARKANSAS INC,06/21/1979,AR,CORPORATION,,N,600 7TH ST,,MENA,AR,719533205,01/2025
O20070201000022,AR,00-08,PART A PROVIDER - HOSPICE,1891752556,N,41509,5991707127,"AREA AGENCY ON AGING OF WESTERN ARKANSAS, INC",,06/21/1979,AR,CORPORATION,,N,333 S 1ST ST,,PARIS,AR,728554453,01/2025
O20070201000026,AR,00-08,PART A PROVIDER - HOSPICE,1932166402,Y,41502,5991707127,"AREA AGENCY ON AGING OF WESTERN ARKANSAS, INC",,06/21/1979,AR,CORPORATION,,N,524 GARRISON AVE,,FORT SMITH,AR,729012507,01/2025
O20070205000293,MI,00-08,PART A PROVIDER - HOSPICE,1952456857,N,231611,5092717017,HERITAGE HOME HOSPICE LLC,HARMONYCARES HOSPICE,05/10/2006,MI,LLC,,P,500 KIRTS BLVD,STE 250,TROY,MI,480844135,01/2025
O20070207000285,MI,00-08,PART A PROVIDER - HOSPICE,1518953272,N,231534,6507868379,HOSPICE OF NORTH OTTAWA COMMUNITY INC.,TRINITY HEALTH AT HOME - GRAND HAVEN,06/26/1981,MI,CORPORATION,,N,1027 S BEACON BLVD,,GRAND HAVEN,MI,494172607,01/2025
O20070208000099,OK,00-08,PART A PROVIDER - HOSPICE,1821188723,N,371681,6507868346,"LIFECARE OKLAHOMA HOSPICE, INC.",LIFESPRING HOSPICE,08/01/2006,OK,CORPORATION,,P,2411 SPRINGER DRIVE,SUITE 200,NORMAN,OK,73069,01/2025
O20070209000137,PA,00-08,PART A PROVIDER - HOSPICE,1093871196,N,391702,4082616792,OHIO HOSPICE AND PALLIATIVE CARE,PARAMOUNT HOSPICE AND PALLIATIVE CARE,08/05/2005,OH,LLC,,P,3025 WASHINGTON RD,STE 201,MC MURRAY,PA,153173246,01/2025
O20070209000309,TX,00-08,PART A PROVIDER - HOSPICE,1144395195,N,671578,1759383482,"SEASONS HOSPICE & PALLIATIVE CARE OF TEXAS, INC.",ACCENTCARE HOSPICE & PALLIATIVE CARE OF TEXAS -DALLAS,10/30/2006,TX,CORPORATION,,P,17855 DALLAS PARKWAY,STE 300,DALLAS,TX,75287,01/2025
O20070212000671,PA,00-08,PART A PROVIDER - HOSPICE,1275524373,N,391608,9032010939,JEWISH ASSOCIATION ON AGING,SIVITZ JEWISH HOSPICE,11/01/1993,PA,CORPORATION,,N,200 JHF DR,,PITTSBURGH,PA,152172950,01/2025
O20070212000723,HI,00-08,PART A PROVIDER - HOSPICE,1811045594,N,121508,2769484203,"BRISTOL HOSPICE - HAWAII, L.L.C.",,08/10/2007,UT,LLC,,P,55 MERCHANT ST,STE 2900,HONOLULU,HI,968134384,01/2025
O20070214000067,WI,00-08,PART A PROVIDER - HOSPICE,1962463760,N,521518,2567370539,BEAVER DAM COMMUNITY HOSPITALS INC.,HILLSIDE HOSPICE,02/28/1972,WI,CORPORATION,,N,707 S UNIVERSITY AVE,ATTN: HILLSIDE HOSPICE,BEAVER DAM,WI,539163027,01/2025
O20070215000229,PA,00-08,PART A PROVIDER - HOSPICE,1972918878,N,391693,5597780403,"GRANE HOSPICE CARE, INC.",GRANE HOSPICE CARE,05/06/2005,PA,CORPORATION,,P,115 UNION AVE,,ALTOONA,PA,166023245,01/2025
O20070219000319,WI,00-08,PART A PROVIDER - HOSPICE,1407992985,N,521583,648372847,ALLAY HOME AND HOSPICE INC,ALLAY HOME & HOSPICE,02/23/2007,WI,CORPORATION,,P,325 N CORPORATE DR,STE 260,BROOKFIELD,WI,530455828,01/2025
O20070220000459,NC,00-08,PART A PROVIDER - HOSPICE,1760420806,N,341507,2567372345,DUKE UNIVERSITY HEALTH SYSTEM INC,,03/03/1998,NC,CORPORATION,,P,4321 MEDICAL PARK DRIVE,SUITE 101,DURHAM,NC,277042199,01/2025
O20070223000252,UT,00-08,PART A PROVIDER - HOSPICE,1306946462,N,461573,5395774574,"ENVISION HOME HEALTH, LLC",ENVISION HOSPICE / ENVISION HOME HEALTH & HOSPICE,09/10/2004,UT,LLC,,P,990 W ATHERTON DR,STE 100,TAYLORSVILLE,UT,841233465,01/2025
O20070223000269,NE,00-08,PART A PROVIDER - HOSPICE,1639218472,N,281520,4587629928,PROVIDENCE MEDICAL CENTER,PROVIDENCE HOSPICE,05/05/1975,NE,CORPORATION,,N,803 PROVIDENCE RD,STE 103,WAYNE,NE,687871590,01/2025
